Date,Hour.Day,Temp.Outside.F,Temp.Wet.Bulb.F,Rel.Humidity,Wind.Direction,Wind.Speed.m.per.s
1/1/1976,1.00,32.17,28.21,85,350,6.2
1/1/1976,2.00,32.17,26.23,79,20,7.2
1/1/1976,3.00,32.17,26.23,79,30,6.2
1/1/1976,4.00,32.17,25.15,75,40,5.2
1/1/1976,5.00,32.17,24.25,72,30,5.2
1/1/1976,6.00,31.09,24.25,75,40,5.2
1/1/1976,7.00,31.09,24.25,75,340,2.1
1/1/1976,8.00,31.09,24.25,75,30,2.1
1/1/1976,9.00,30.19,24.25,78,20,2.6
1/1/1976,10.00,31.09,26.23,82,40,2.6
1/1/1976,11.00,32.17,26.23,79,60,3.1
1/1/1976,12.00,32.17,27.13,82,40,2.6
1/1/1976,13.00,33.25,27.13,79,80,2.6
1/1/1976,14.00,34.15,27.13,76,100,4.6
1/1/1976,15.00,34.15,26.23,73,140,2.6
1/1/1976,16.00,34.15,25.15,70,110,2.6
1/1/1976,17.00,33.25,24.25,70,140,3.1
1/1/1976,18.00,33.25,25.15,72,110,2.1
1/1/1976,19.00,33.25,25.15,72,110,1.5
1/1/1976,20.00,33.25,25.15,72,100,1.5
1/1/1976,21.00,33.25,26.23,75,110,2.1
1/1/1976,22.00,33.25,26.23,75,120,4.6
1/1/1976,23.00,33.25,25.15,72,140,4.6
1/1/1976,24.00,33.25,26.23,75,140,4.1
1/2/1976,1.00,32.17,25.15,75,150,6.7
1/2/1976,2.00,33.25,25.15,72,160,6.2
1/2/1976,3.00,32.17,25.15,75,150,6.2
1/2/1976,4.00,33.25,26.23,75,150,5.2
1/2/1976,5.00,33.25,27.13,79,150,2.6
1/2/1976,6.00,33.25,28.21,82,160,4.6
1/2/1976,7.00,33.25,29.11,85,150,4.6
1/2/1976,8.00,33.25,29.11,85,160,3.6
1/2/1976,9.00,33.25,30.19,89,150,5.2
1/2/1976,10.00,34.15,32.17,92,160,4.1
1/2/1976,11.00,35.23,32.17,89,200,5.2
1/2/1976,12.00,35.23,33.25,92,200,5.2
1/2/1976,13.00,36.13,34.15,92,190,6.2
1/2/1976,14.00,37.21,36.13,96,200,6.2
1/2/1976,15.00,39.19,38.11,96,210,8.2
1/2/1976,16.00,39.19,38.11,96,210,5.2
1/2/1976,17.00,39.19,38.11,96,210,4.1
1/2/1976,18.00,40.09,40.09,100,210,3.6
1/2/1976,19.00,40.09,37.21,89,240,3.6
1/2/1976,20.00,38.11,34.15,86,220,4.1
1/2/1976,21.00,38.11,35.23,89,220,3.1
1/2/1976,22.00,37.21,34.15,89,280,4.1
1/2/1976,23.00,34.15,30.19,85,290,6.2
1/2/1976,24.00,32.17,28.21,85,300,5.2
1/3/1976,1.00,31.09,27.13,85,290,2.6
1/3/1976,2.00,32.17,28.21,85,290,2.6
1/3/1976,3.00,31.09,27.13,85,290,3.1
1/3/1976,4.00,30.19,27.13,89,290,2.1
1/3/1976,5.00,30.19,27.13,89,290,2.6
1/3/1976,6.00,30.19,24.25,78,290,8.8
1/3/1976,7.00,28.21,22.09,78,290,6.2
1/3/1976,8.00,27.13,21.19,78,290,5.2
1/3/1976,9.00,26.23,20.11,78,290,5.2
1/3/1976,10.00,26.23,20.11,78,290,5.2
1/3/1976,11.00,25.15,18.13,75,290,5.2
1/3/1976,12.00,26.23,18.13,72,290,7.7
1/3/1976,13.00,26.23,18.13,72,290,6.7
1/3/1976,14.00,26.23,20.11,78,290,6.7
1/3/1976,15.00,24.25,13.09,63,290,6.7
1/3/1976,16.00,23.17,13.09,65,290,6.2
1/3/1976,17.00,22.09,11.11,62,290,4.6
1/3/1976,18.00,21.19,10.21,62,290,7.7
1/3/1976,19.00,21.19,10.21,62,290,7.7
1/3/1976,20.00,20.11,6.25,54,280,7.2
1/3/1976,21.00,17.23,6.25,62,280,7.2
1/3/1976,22.00,17.23,8.23,68,290,7.2
1/3/1976,23.00,16.15,7.15,67,290,7.7
1/3/1976,24.00,15.25,6.25,67,290,5.2
1/4/1976,1.00,14.17,4.09,64,300,9.3
1/4/1976,2.00,13.09,1.21,58,300,8.2
1/4/1976,3.00,12.19,1.21,61,300,9.8
1/4/1976,4.00,12.19,2.11,64,300,7.7
1/4/1976,5.00,10.21,-0.77,61,300,9.3
1/4/1976,6.00,11.11,1.21,64,300,6.7
1/4/1976,7.00,9.13,-1.85,61,300,7.2
1/4/1976,8.00,8.23,-2.75,60,300,5.7
1/4/1976,9.00,8.23,-0.77,66,300,6.2
1/4/1976,10.00,8.23,-0.77,66,300,7.2
1/4/1976,11.00,8.23,1.21,73,300,6.7
1/4/1976,12.00,8.23,0.13,70,300,7.2
1/4/1976,13.00,9.13,2.11,73,300,6.7
1/4/1976,14.00,10.21,4.09,76,290,6.2
1/4/1976,15.00,11.11,4.09,73,300,6.2
1/4/1976,16.00,10.21,5.17,80,280,5.2
1/4/1976,17.00,9.13,2.11,73,280,5.2
1/4/1976,18.00,8.23,-0.77,66,290,3.6
1/4/1976,19.00,8.23,-1.85,63,290,3.1
1/4/1976,20.00,7.15,-2.75,63,290,2.6
1/4/1976,21.00,6.25,-3.83,63,280,2.1
1/4/1976,22.00,6.25,-3.83,63,260,3.1
1/4/1976,23.00,5.17,-3.83,66,290,1.5
1/4/1976,24.00,4.09,-1.85,76,0,0
1/5/1976,1.00,4.09,0.13,83,220,1.5
1/5/1976,2.00,4.09,-2.75,72,220,1.5
1/5/1976,3.00,3.19,-6.89,63,240,1.5
1/5/1976,4.00,3.19,-3.83,72,0,0
1/5/1976,5.00,3.19,-4.91,69,0,0
1/5/1976,6.00,2.11,-6.89,66,230,1.5
1/5/1976,7.00,3.19,-0.77,83,220,1.5
1/5/1976,8.00,3.19,-0.77,83,220,2.1
1/5/1976,9.00,4.09,-0.77,79,190,1.5
1/5/1976,10.00,8.23,3.19,80,220,2.6
1/5/1976,11.00,10.21,4.09,76,200,1.5
1/5/1976,12.00,14.17,4.09,64,220,3.6
1/5/1976,13.00,14.17,4.09,64,210,2.6
1/5/1976,14.00,15.25,7.15,70,190,3.1
1/5/1976,15.00,16.15,6.25,64,170,3.1
1/5/1976,16.00,18.13,9.13,68,170,3.1
1/5/1976,17.00,16.15,5.17,62,190,3.1
1/5/1976,18.00,13.09,2.11,61,170,1.5
1/5/1976,19.00,13.09,3.19,64,160,2.6
1/5/1976,20.00,12.19,4.09,70,160,2.6
1/5/1976,21.00,14.17,8.23,77,180,3.6
1/5/1976,22.00,15.25,7.15,70,170,4.6
1/5/1976,23.00,14.17,7.15,74,180,2.6
1/5/1976,24.00,14.17,6.25,70,150,2.6
1/6/1976,1.00,12.19,5.17,73,150,2.6
1/6/1976,2.00,10.21,3.19,73,150,2.1
1/6/1976,3.00,11.11,4.09,73,140,2.6
1/6/1976,4.00,12.19,6.25,77,150,2.6
1/6/1976,5.00,12.19,7.15,80,160,2.6
1/6/1976,6.00,15.25,11.11,84,170,4.1
1/6/1976,7.00,14.17,9.13,80,160,2.6
1/6/1976,8.00,15.25,11.11,84,190,4.1
1/6/1976,9.00,18.13,14.17,84,170,4.1
1/6/1976,10.00,23.17,15.25,71,180,4.6
1/6/1976,11.00,28.21,14.17,56,190,4.6
1/6/1976,12.00,31.09,18.13,59,190,4.1
1/6/1976,13.00,32.17,18.13,56,190,3.6
1/6/1976,14.00,34.15,18.13,52,180,5.2
1/6/1976,15.00,35.23,23.17,62,180,7.2
1/6/1976,16.00,35.23,24.25,64,180,6.7
1/6/1976,17.00,35.23,21.19,57,180,5.2
1/6/1976,18.00,34.15,22.09,62,190,3.6
1/6/1976,19.00,34.15,22.09,62,180,6.2
1/6/1976,20.00,34.15,22.09,62,180,7.2
1/6/1976,21.00,35.23,22.09,59,180,6.2
1/6/1976,22.00,35.23,21.19,57,180,7.7
1/6/1976,23.00,36.13,22.09,57,180,7.2
1/6/1976,24.00,36.13,21.19,55,200,6.2
1/7/1976,1.00,35.23,23.17,62,200,3.6
1/7/1976,2.00,34.15,24.25,67,200,4.6
1/7/1976,3.00,34.15,26.23,73,190,2.1
1/7/1976,4.00,35.23,22.09,59,200,5.7
1/7/1976,5.00,35.23,23.17,62,200,5.2
1/7/1976,6.00,33.25,26.23,75,210,5.2
1/7/1976,7.00,32.17,28.21,85,180,3.1
1/7/1976,8.00,33.25,30.19,89,200,4.6
1/7/1976,9.00,33.25,31.09,92,200,4.1
1/7/1976,10.00,33.25,31.09,92,200,4.1
1/7/1976,11.00,34.15,33.25,96,210,5.7
1/7/1976,12.00,34.15,33.25,96,210,3.6
1/7/1976,13.00,34.15,33.25,96,230,2.6
1/7/1976,14.00,34.15,31.09,89,270,2.1
1/7/1976,15.00,33.25,29.11,85,310,1.5
1/7/1976,16.00,33.25,32.17,96,320,4.1
1/7/1976,17.00,29.11,27.13,92,350,6.7
1/7/1976,18.00,25.15,24.25,96,350,7.2
1/7/1976,19.00,23.17,20.11,88,360,6.2
1/7/1976,20.00,21.19,18.13,88,360,6.2
1/7/1976,21.00,20.11,15.25,81,10,6.7
1/7/1976,22.00,18.13,14.17,84,10,8.2
1/7/1976,23.00,17.23,12.19,81,360,7.2
1/7/1976,24.00,15.25,10.21,80,10,7.7
1/8/1976,1.00,14.17,8.23,77,360,4.6
1/8/1976,2.00,13.09,6.25,73,350,7.7
1/8/1976,3.00,13.09,4.09,67,350,4.6
1/8/1976,4.00,12.19,3.19,67,330,3.6
1/8/1976,5.00,13.09,5.17,70,340,3.6
1/8/1976,6.00,11.11,4.09,73,320,4.6
1/8/1976,7.00,7.15,-2.75,63,320,3.6
1/8/1976,8.00,4.09,-7.79,57,300,3.1
1/8/1976,9.00,4.09,-3.83,69,300,3.6
1/8/1976,10.00,4.09,-0.77,79,290,2.6
1/8/1976,11.00,5.17,0.13,80,290,3.6
1/8/1976,12.00,5.17,0.13,80,300,4.6
1/8/1976,13.00,6.25,0.13,76,300,4.1
1/8/1976,14.00,7.15,-0.77,69,300,3.6
1/8/1976,15.00,7.15,-0.77,69,300,5.2
1/8/1976,16.00,6.25,0.13,76,300,3.1
1/8/1976,17.00,4.09,-5.81,63,290,3.6
1/8/1976,18.00,2.11,-9.77,57,270,3.1
1/8/1976,19.00,0.13,-10.85,59,270,4.1
1/8/1976,20.00,-0.77,-15.89,48,270,3.1
1/8/1976,21.00,-3.83,-17.87,50,240,3.1
1/8/1976,22.00,-4.91,-15.89,58,230,3.6
1/8/1976,23.00,-4.91,-15.89,58,220,4.1
1/8/1976,24.00,-3.83,-15.89,56,230,5.2
1/9/1976,1.00,-3.83,-13.91,61,260,6.2
1/9/1976,2.00,-3.83,-13.91,61,250,4.6
1/9/1976,3.00,-3.83,-14.81,58,240,3.6
1/9/1976,4.00,-4.91,-14.81,61,220,4.6
1/9/1976,5.00,-4.91,-14.81,61,230,5.7
1/9/1976,6.00,-3.83,-14.81,58,230,5.2
1/9/1976,7.00,-3.83,-14.81,58,230,5.2
1/9/1976,8.00,-3.83,-14.81,58,230,4.6
1/9/1976,9.00,-2.75,-12.83,62,230,7.2
1/9/1976,10.00,-0.77,-7.79,72,230,5.2
1/9/1976,11.00,2.11,-2.75,79,250,6.2
1/9/1976,12.00,4.09,-0.77,79,240,7.7
1/9/1976,13.00,6.25,2.11,83,230,6.2
1/9/1976,14.00,8.23,5.17,87,230,6.7
1/9/1976,15.00,10.21,7.15,88,240,6.7
1/9/1976,16.00,10.21,4.09,76,230,5.2
1/9/1976,17.00,11.11,4.09,73,220,4.6
1/9/1976,18.00,7.15,-1.85,66,210,2.6
1/9/1976,19.00,7.15,-2.75,63,210,4.1
1/9/1976,20.00,9.13,2.11,73,220,4.6
1/9/1976,21.00,12.19,2.11,64,210,5.2
1/9/1976,22.00,12.19,4.09,70,210,6.7
1/9/1976,23.00,12.19,4.09,70,210,4.1
1/9/1976,24.00,12.19,4.09,70,210,2.1
1/10/1976,1.00,13.09,5.17,70,220,3.6
1/10/1976,2.00,10.21,2.11,70,210,2.6
1/10/1976,3.00,8.23,-0.77,66,200,3.1
1/10/1976,4.00,8.23,-0.77,66,210,3.6
1/10/1976,5.00,8.23,0.13,70,210,2.6
1/10/1976,6.00,8.23,4.09,82,200,2.6
1/10/1976,7.00,9.13,3.19,76,170,3.6
1/10/1976,8.00,9.13,3.19,76,150,3.1
1/10/1976,9.00,10.21,3.19,73,160,2.6
1/10/1976,10.00,14.17,7.15,74,140,3.1
1/10/1976,11.00,16.15,8.23,71,150,3.6
1/10/1976,12.00,18.13,9.13,68,150,3.1
1/10/1976,13.00,20.11,12.19,71,140,3.1
1/10/1976,14.00,22.09,12.19,65,140,3.1
1/10/1976,15.00,24.25,14.17,66,150,4.1
1/10/1976,16.00,24.25,14.17,66,140,6.2
1/10/1976,17.00,24.25,14.17,66,150,7.7
1/10/1976,18.00,23.17,14.17,68,140,7.7
1/10/1976,19.00,24.25,15.25,68,150,6.2
1/10/1976,20.00,26.23,16.15,66,140,6.7
1/10/1976,21.00,26.23,17.23,69,140,6.2
1/10/1976,22.00,26.23,18.13,72,140,6.2
1/10/1976,23.00,27.13,19.21,72,140,5.2
1/10/1976,24.00,28.21,23.17,82,160,3.6
1/11/1976,1.00,30.19,25.15,82,190,7.2
1/11/1976,2.00,31.09,27.13,85,180,7.2
1/11/1976,3.00,33.25,29.11,85,200,7.7
1/11/1976,4.00,33.25,28.21,82,200,6.2
1/11/1976,5.00,34.15,28.21,79,200,7.2
1/11/1976,6.00,35.23,28.21,76,210,6.2
1/11/1976,7.00,36.13,30.19,79,210,6.2
1/11/1976,8.00,35.23,31.09,85,210,6.2
1/11/1976,9.00,35.23,32.17,89,210,5.7
1/11/1976,10.00,35.23,33.25,92,210,5.2
1/11/1976,11.00,35.23,34.15,96,220,7.7
1/11/1976,12.00,35.23,34.15,96,230,5.2
1/11/1976,13.00,35.23,33.25,92,300,5.7
1/11/1976,14.00,34.15,29.11,82,290,8.2
1/11/1976,15.00,33.25,28.21,82,300,5.2
1/11/1976,16.00,31.09,26.23,82,300,7.7
1/11/1976,17.00,29.11,25.15,85,290,6.2
1/11/1976,18.00,27.13,21.19,78,290,5.7
1/11/1976,19.00,28.21,22.09,78,270,6.2
1/11/1976,20.00,27.13,22.09,81,290,4.6
1/11/1976,21.00,26.23,22.09,85,290,6.7
1/11/1976,22.00,26.23,20.11,78,300,6.7
1/11/1976,23.00,23.17,19.21,85,310,4.1
1/11/1976,24.00,24.25,20.11,85,300,5.7
1/12/1976,1.00,23.17,19.21,85,300,4.6
1/12/1976,2.00,24.25,19.21,81,300,8.2
1/12/1976,3.00,23.17,18.13,81,300,4.1
1/12/1976,4.00,23.17,18.13,81,300,4.6
1/12/1976,5.00,23.17,18.13,81,300,3.1
1/12/1976,6.00,23.17,19.21,85,290,3.6
1/12/1976,7.00,23.17,19.21,85,300,3.6
1/12/1976,8.00,23.17,19.21,85,0,0
1/12/1976,9.00,24.25,21.19,88,210,3.1
1/12/1976,10.00,26.23,21.19,81,210,2.6
1/12/1976,11.00,27.13,22.09,81,200,2.6
1/12/1976,12.00,28.21,23.17,82,210,3.6
1/12/1976,13.00,31.09,24.25,75,200,3.6
1/12/1976,14.00,32.17,25.15,75,170,4.1
1/12/1976,15.00,34.15,27.13,76,180,5.2
1/12/1976,16.00,33.25,26.23,75,180,5.2
1/12/1976,17.00,32.17,24.25,72,180,4.6
1/12/1976,18.00,30.19,24.25,78,160,6.2
1/12/1976,19.00,29.11,24.25,82,150,4.6
1/12/1976,20.00,26.23,22.09,85,180,2.6
1/12/1976,21.00,24.25,20.11,85,150,3.1
1/12/1976,22.00,28.21,24.25,85,170,4.1
1/12/1976,23.00,27.13,24.25,88,150,2.1
1/12/1976,24.00,27.13,22.09,81,140,2.1
1/13/1976,1.00,25.15,20.11,81,150,3.1
1/13/1976,2.00,26.23,22.09,85,140,2.1
1/13/1976,3.00,26.23,21.19,81,140,2.6
1/13/1976,4.00,27.13,21.19,78,140,3.6
1/13/1976,5.00,28.21,22.09,78,140,3.1
1/13/1976,6.00,29.11,24.25,82,150,3.1
1/13/1976,7.00,29.11,24.25,82,140,3.1
1/13/1976,8.00,34.15,31.09,89,150,4.1
1/13/1976,9.00,35.23,34.15,96,180,5.2
1/13/1976,10.00,35.23,34.15,96,170,5.2
1/13/1976,11.00,35.23,35.23,100,150,5.2
1/13/1976,12.00,36.13,35.23,96,170,4.1
1/13/1976,13.00,37.21,36.13,96,150,5.7
1/13/1976,14.00,39.19,38.11,96,150,6.2
1/13/1976,15.00,42.25,41.17,96,180,7.7
1/13/1976,16.00,44.23,43.15,96,180,8.8
1/13/1976,17.00,45.13,43.15,93,230,10.8
1/13/1976,18.00,45.13,42.25,89,240,7.2
1/13/1976,19.00,43.15,40.09,89,260,10.8
1/13/1976,20.00,33.25,28.21,82,300,9.3
1/13/1976,21.00,34.15,29.11,82,300,8.2
1/13/1976,22.00,34.15,29.11,82,300,7.2
1/13/1976,23.00,34.15,27.13,76,300,7.7
1/13/1976,24.00,33.25,26.23,75,300,8.2
1/14/1976,1.00,32.17,22.09,67,300,6.2
1/14/1976,2.00,28.21,20.11,72,300,7.2
1/14/1976,3.00,26.23,19.21,75,300,5.2
1/14/1976,4.00,24.25,17.23,75,290,3.1
1/14/1976,5.00,23.17,16.15,74,260,2.6
1/14/1976,6.00,22.09,16.15,78,260,2.6
1/14/1976,7.00,22.09,16.15,78,270,3.1
1/14/1976,8.00,22.09,15.25,74,300,3.6
1/14/1976,9.00,23.17,16.15,74,300,5.2
1/14/1976,10.00,23.17,16.15,74,300,6.7
1/14/1976,11.00,24.25,17.23,75,300,5.2
1/14/1976,12.00,26.23,17.23,69,300,4.6
1/14/1976,13.00,28.21,18.13,66,290,6.2
1/14/1976,14.00,29.11,15.25,56,300,5.2
1/14/1976,15.00,29.11,16.15,58,290,6.7
1/14/1976,16.00,30.19,13.09,49,300,3.6
1/14/1976,17.00,28.21,14.17,56,270,3.6
1/14/1976,18.00,25.15,11.11,55,270,3.1
1/14/1976,19.00,24.25,11.11,58,260,3.6
1/14/1976,20.00,23.17,12.19,63,260,4.1
1/14/1976,21.00,23.17,12.19,63,270,4.1
1/14/1976,22.00,22.09,11.11,62,260,3.6
1/14/1976,23.00,22.09,11.11,62,260,3.6
1/14/1976,24.00,21.19,12.19,68,260,3.6
1/15/1976,1.00,22.09,13.09,68,280,2.6
1/15/1976,2.00,21.19,13.09,71,290,2.6
1/15/1976,3.00,20.11,13.09,74,290,2.1
1/15/1976,4.00,19.21,13.09,77,290,1.5
1/15/1976,5.00,19.21,13.09,77,300,1.5
1/15/1976,6.00,17.23,11.11,77,230,2.1
1/15/1976,7.00,17.23,12.19,81,220,2.1
1/15/1976,8.00,16.15,10.21,77,150,1.5
1/15/1976,9.00,22.09,16.15,78,170,2.6
1/15/1976,10.00,26.23,19.21,75,190,4.6
1/15/1976,11.00,27.13,18.13,69,190,4.1
1/15/1976,12.00,29.11,23.17,78,200,3.6
1/15/1976,13.00,30.19,25.15,82,180,5.2
1/15/1976,14.00,31.09,26.23,82,190,5.7
1/15/1976,15.00,32.17,26.23,79,190,5.7
1/15/1976,16.00,32.17,26.23,79,180,6.2
1/15/1976,17.00,33.25,27.13,79,170,5.2
1/15/1976,18.00,33.25,27.13,79,180,8.2
1/15/1976,19.00,34.15,28.21,79,170,6.2
1/15/1976,20.00,34.15,28.21,79,170,6.2
1/15/1976,21.00,36.13,29.11,76,160,3.6
1/15/1976,22.00,36.13,28.21,73,200,9.8
1/15/1976,23.00,35.23,30.19,82,200,7.7
1/15/1976,24.00,33.25,31.09,92,200,5.2
1/16/1976,1.00,33.25,31.09,92,210,6.2
1/16/1976,2.00,33.25,30.19,89,210,7.2
1/16/1976,3.00,34.15,31.09,89,210,8.2
1/16/1976,4.00,34.15,31.09,89,210,6.7
1/16/1976,5.00,34.15,31.09,89,210,6.2
1/16/1976,6.00,34.15,32.17,92,210,5.7
1/16/1976,7.00,34.15,32.17,92,210,5.2
1/16/1976,8.00,35.23,32.17,89,220,5.2
1/16/1976,9.00,35.23,32.17,89,240,6.2
1/16/1976,10.00,35.23,32.17,89,270,3.6
1/16/1976,11.00,35.23,32.17,89,300,4.1
1/16/1976,12.00,34.15,31.09,89,300,3.1
1/16/1976,13.00,34.15,30.19,85,300,5.7
1/16/1976,14.00,31.09,25.15,78,340,6.7
1/16/1976,15.00,32.17,23.17,69,330,6.2
1/16/1976,16.00,31.09,22.09,69,330,4.1
1/16/1976,17.00,30.19,20.11,66,310,7.7
1/16/1976,18.00,28.21,16.15,61,320,6.2
1/16/1976,19.00,26.23,15.25,63,320,5.2
1/16/1976,20.00,24.25,13.09,63,330,7.7
1/16/1976,21.00,23.17,13.09,65,330,5.2
1/16/1976,22.00,21.19,12.19,68,340,4.1
1/16/1976,23.00,19.21,11.11,71,330,3.6
1/16/1976,24.00,18.13,12.19,77,330,5.2
1/17/1976,1.00,17.23,12.19,81,330,4.1
1/17/1976,2.00,16.15,9.13,74,350,4.1
1/17/1976,3.00,14.17,6.25,70,20,4.1
1/17/1976,4.00,12.19,4.09,70,20,4.1
1/17/1976,5.00,11.11,3.19,70,10,4.1
1/17/1976,6.00,10.21,1.21,67,360,4.1
1/17/1976,7.00,9.13,-0.77,63,360,3.6
1/17/1976,8.00,8.23,-0.77,66,350,3.1
1/17/1976,9.00,9.13,1.21,70,350,4.1
1/17/1976,10.00,11.11,1.21,64,10,4.6
1/17/1976,11.00,14.17,3.19,61,360,4.6
1/17/1976,12.00,16.15,4.09,59,360,4.6
1/17/1976,13.00,17.23,4.09,56,10,6.7
1/17/1976,14.00,19.21,3.19,49,360,4.6
1/17/1976,15.00,19.21,1.21,45,30,4.6
1/17/1976,16.00,18.13,0.13,45,10,6.2
1/17/1976,17.00,16.15,2.11,54,360,4.1
1/17/1976,18.00,14.17,1.21,56,10,4.1
1/17/1976,19.00,13.09,1.21,58,340,2.6
1/17/1976,20.00,11.11,1.21,64,330,2.1
1/17/1976,21.00,10.21,1.21,67,330,2.6
1/17/1976,22.00,12.19,3.19,67,320,2.1
1/17/1976,23.00,13.09,4.09,67,330,2.6
1/17/1976,24.00,13.09,5.17,70,300,2.1
1/18/1976,1.00,14.17,6.25,70,300,2.1
1/18/1976,2.00,14.17,6.25,70,310,2.1
1/18/1976,3.00,15.25,8.23,74,0,0
1/18/1976,4.00,15.25,8.23,74,310,2.6
1/18/1976,5.00,14.17,8.23,77,320,1.5
1/18/1976,6.00,14.17,8.23,77,300,2.6
1/18/1976,7.00,10.21,5.17,80,310,1.5
1/18/1976,8.00,12.19,7.15,80,330,2.1
1/18/1976,9.00,14.17,7.15,74,0,0
1/18/1976,10.00,13.09,8.23,80,330,1.5
1/18/1976,11.00,15.25,8.23,74,330,1.5
1/18/1976,12.00,17.23,7.15,65,0,0
1/18/1976,13.00,19.21,7.15,59,320,1.5
1/18/1976,14.00,20.11,6.25,54,0,0
1/18/1976,15.00,20.11,7.15,57,0,0
1/18/1976,16.00,20.11,7.15,57,0,0
1/18/1976,17.00,19.21,6.25,57,0,0
1/18/1976,18.00,17.23,6.25,62,0,0
1/18/1976,19.00,17.23,5.17,59,0,0
1/18/1976,20.00,15.25,6.25,67,120,2.6
1/18/1976,21.00,14.17,7.15,74,150,2.6
1/18/1976,22.00,15.25,8.23,74,140,3.6
1/18/1976,23.00,15.25,8.23,74,160,3.1
1/18/1976,24.00,15.25,8.23,74,180,3.1
1/19/1976,1.00,15.25,8.23,74,160,5.2
1/19/1976,2.00,14.17,7.15,74,170,4.6
1/19/1976,3.00,15.25,7.15,70,180,3.6
1/19/1976,4.00,15.25,6.25,67,180,6.2
1/19/1976,5.00,15.25,6.25,67,180,5.7
1/19/1976,6.00,15.25,6.25,67,180,5.2
1/19/1976,7.00,16.15,6.25,64,180,3.6
1/19/1976,8.00,19.21,8.23,62,180,5.2
1/19/1976,9.00,21.19,8.23,57,170,7.2
1/19/1976,10.00,23.17,8.23,52,190,8.8
1/19/1976,11.00,28.21,9.13,45,200,8.2
1/19/1976,12.00,28.21,8.23,43,200,10.3
1/19/1976,13.00,29.11,13.09,51,200,9.3
1/19/1976,14.00,29.11,16.15,58,200,9.8
1/19/1976,15.00,30.19,21.19,69,200,9.8
1/19/1976,16.00,31.09,24.25,75,210,8.8
1/19/1976,17.00,32.17,24.25,72,210,7.2
1/19/1976,18.00,32.17,25.15,75,210,6.7
1/19/1976,19.00,32.17,25.15,75,210,7.2
1/19/1976,20.00,32.17,26.23,79,220,6.2
1/19/1976,21.00,32.17,26.23,79,220,5.2
1/19/1976,22.00,32.17,27.13,82,220,5.2
1/19/1976,23.00,32.17,28.21,85,220,5.2
1/19/1976,24.00,32.17,28.21,85,220,4.1
1/20/1976,1.00,32.17,29.11,89,220,4.6
1/20/1976,2.00,32.17,29.11,89,220,4.1
1/20/1976,3.00,31.09,29.11,92,230,4.1
1/20/1976,4.00,32.17,29.11,89,220,3.6
1/20/1976,5.00,32.17,29.11,89,230,3.1
1/20/1976,6.00,27.13,24.25,88,230,2.1
1/20/1976,7.00,30.19,28.21,92,240,2.6
1/20/1976,8.00,30.19,27.13,89,240,3.6
1/20/1976,9.00,32.17,27.13,82,230,3.6
1/20/1976,10.00,33.25,27.13,79,240,3.1
1/20/1976,11.00,33.25,28.21,82,270,3.6
1/20/1976,12.00,30.19,24.25,78,290,3.6
1/20/1976,13.00,32.17,24.25,72,280,5.2
1/20/1976,14.00,29.11,22.09,75,290,5.2
1/20/1976,15.00,28.21,18.13,66,280,4.6
1/20/1976,16.00,26.23,15.25,63,290,4.6
1/20/1976,17.00,22.09,13.09,68,290,4.1
1/20/1976,18.00,18.13,9.13,68,290,4.1
1/20/1976,19.00,15.25,8.23,74,280,3.1
1/20/1976,20.00,14.17,7.15,74,270,3.1
1/20/1976,21.00,14.17,8.23,77,240,3.6
1/20/1976,22.00,16.15,10.21,77,230,4.6
1/20/1976,23.00,18.13,11.11,74,250,4.6
1/20/1976,24.00,17.23,12.19,81,260,6.2
1/21/1976,1.00,18.13,12.19,77,230,5.2
1/21/1976,2.00,18.13,12.19,77,210,5.2
1/21/1976,3.00,19.21,13.09,77,210,6.7
1/21/1976,4.00,19.21,14.17,81,210,6.7
1/21/1976,5.00,19.21,14.17,81,210,8.2
1/21/1976,6.00,19.21,15.25,84,210,6.7
1/21/1976,7.00,20.11,15.25,81,210,7.7
1/21/1976,8.00,21.19,16.15,81,220,6.7
1/21/1976,9.00,22.09,17.23,81,220,6.2
1/21/1976,10.00,27.13,23.17,85,290,5.7
1/21/1976,11.00,27.13,20.11,75,300,10.3
1/21/1976,12.00,26.23,20.11,78,300,7.7
1/21/1976,13.00,26.23,20.11,78,300,7.2
1/21/1976,14.00,28.21,18.13,66,300,7.7
1/21/1976,15.00,25.15,19.21,78,300,7.7
1/21/1976,16.00,25.15,18.13,75,300,8.2
1/21/1976,17.00,23.17,17.23,78,300,7.7
1/21/1976,18.00,22.09,15.25,74,300,6.2
1/21/1976,19.00,22.09,14.17,71,300,6.7
1/21/1976,20.00,21.19,13.09,71,290,7.7
1/21/1976,21.00,20.11,11.11,68,290,6.7
1/21/1976,22.00,18.13,9.13,68,290,6.2
1/21/1976,23.00,19.21,11.11,71,300,6.2
1/21/1976,24.00,18.13,11.11,74,290,3.1
1/22/1976,1.00,17.23,11.11,77,270,2.6
1/22/1976,2.00,20.11,14.17,77,280,4.1
1/22/1976,3.00,19.21,13.09,77,270,3.6
1/22/1976,4.00,18.13,12.19,77,290,3.6
1/22/1976,5.00,18.13,13.09,81,280,3.1
1/22/1976,6.00,20.11,14.17,77,290,3.1
1/22/1976,7.00,21.19,15.25,78,290,3.6
1/22/1976,8.00,23.17,16.15,74,300,5.7
1/22/1976,9.00,23.17,15.25,71,300,6.2
1/22/1976,10.00,23.17,12.19,63,300,6.7
