YRMODAMI,Wind.Dir,Wind.Speed.m.per.s,Visibility,Temp.Outside.F,Temp.Dewpoint.F
2013121508,280,14,6,25,23
2013121509,280,14,5.6,25,23
2013121509,290,9,5,25,23
2013121510,270,9,5,26,24
2013121511,270,11,7,27,25
2013121511,270,13,8,27,24
2013121512,270,13,7.5,27,24
2013121512,280,13,10,27,22
2013121513,270,15,10,26,20
2013121514,250,13,9.1,25,20
2013121515,250,13,8.8,25,20
2013121515,250,18,3,25,20
2013121516,260,24,7,25,19
2013121517,270,18,9.1,24,17
2013121518,270,18,8.8,24,17
2013121518,270,21,10,25,17
2013121519,250,22,10,23,15
2013121520,260,16,10,22,14
2013121521,260,16,10,22,14
2013121521,260,16,9.1,22,13
2013121522,260,17,10,22,13
2013121523,260,18,10,22,13
2013121600,260,18,10,22,13
2013121600,250,15,10,22,15
2013121601,250,15,9.1,23,16
2013121602,250,13,9.1,24,17
2013121603,250,13,8.8,24,17
2013121603,260,10,8,25,18
2013121603,260,11,8,24,17
2013121604,260,11,7,24,18
2013121604,NA,NA,NA,NA,NA
2013121605,260,8,7,24,19
2013121606,260,8,6.9,24,19
2013121606,270,9,5,24,19
2013121607,280,8,7,25,18
2013121607,270,9,7,24,18
2013121608,280,5,3,23,19
2013121609,280,5,3,23,19
2013121609,360,3,2,22,19
2013121610,30,5,1.8,22,18
2013121611,10,5,1.5,21,18
2013121612,10,5,1.5,21,18
2013121612,20,9,1,19,16
2013121613,40,8,2,18,15
2013121614,50,6,3,19,16
2013121614,60,6,3,19,15
2013121615,60,6,3,19,15
2013121615,90,6,4,20,16
2013121616,90,7,5,22,17
2013121617,90,7,5,23,18
2013121618,90,7,5,23,18
2013121618,100,9,4,23,19
2013121619,100,8,4,23,19
2013121620,120,8,1.8,23,21
2013121621,120,8,1.8,23,21
2013121621,110,8,1.8,23,21
2013121622,120,7,2.5,24,22
2013121623,140,7,0.8,25,23
2013121700,140,7,0.8,25,23
2013121700,140,9,0.8,25,24
2013121701,150,8,1,27,25
2013121701,150,9,1,26,25
2013121702,160,6,2.5,27,25
2013121703,160,6,2.5,27,25
2013121703,190,3,3,28,25
2013121703,190,3,3,28,26
2013121704,190,9,3,28,27
2013121704,190,10,3,29,27
2013121704,NA,NA,NA,NA,NA
2013121705,230,8,3,30,27
2013121706,230,8,3,30,27
2013121706,260,8,3,30,28
2013121707,300,15,3,30,28
2013121708,310,10,5,28,25
2013121709,310,10,5,28,25
2013121709,310,7,5,27,24
2013121710,280,10,5,27,24
2013121711,290,15,7,26,22
2013121712,290,15,6.9,26,22
2013121712,300,11,7,25,21
2013121713,290,8,6,25,21
2013121714,280,8,6,25,22
2013121715,280,8,5.6,25,22
2013121715,240,7,7,25,21
2013121716,220,13,7,26,22
2013121717,210,13,8,26,22
2013121718,210,13,7.5,26,22
2013121718,240,14,8,26,21
2013121719,230,10,7,26,22
2013121720,230,14,7,27,22
2013121721,230,14,6.9,27,22
2013121721,250,11,2,27,23
2013121722,260,13,6,27,23
2013121723,270,17,8,28,23
2013121800,270,17,7.5,28,23
2013121800,270,18,7,28,23
2013121801,270,11,7,28,24
2013121802,260,13,7,28,24
2013121803,260,13,6.9,28,24
2013121803,250,14,6,26,22
2013121804,240,14,6,25,21
2013121804,NA,NA,NA,NA,NA
2013121805,230,13,6,26,22
2013121806,230,13,5.6,26,22
2013121806,240,15,6,26,22
2013121807,230,10,6,24,21
2013121808,240,10,6,21,18
2013121809,240,10,5.6,21,18
2013121809,230,9,7,21,18
2013121810,220,9,7,21,18
2013121811,240,9,8,21,17
2013121812,240,9,7.5,21,17
2013121812,230,10,10,19,14
2013121813,240,10,10,18,12
2013121813,240,10,10,18,13
2013121814,250,13,10,21,14
2013121815,250,13,10,21,14
2013121815,260,15,10,22,15
2013121816,260,11,10,24,14
2013121817,250,10,10,26,15
2013121818,250,10,10,26,15
2013121818,230,14,10,27,14
2013121819,210,11,10,29,14
2013121820,210,10,10,30,14
2013121821,210,10,10,30,14
2013121821,190,11,10,31,14
2013121822,170,8,10,29,15
2013121823,180,10,10,31,16
2013121900,180,17,10,32,16
2013121901,190,16,10,33,17
2013121902,190,20,10,34,17
2013121903,190,20,10,34,17
2013121903,190,16,10,35,17
2013121904,200,16,10,34,18
2013121904,NA,NA,NA,NA,NA
2013121905,200,17,10,34,19
2013121906,200,17,10,34,19
2013121906,200,17,10,35,20
2013121907,210,17,10,35,20
2013121908,200,13,10,35,20
2013121909,200,13,10,35,20
2013121909,200,14,10,35,20
2013121910,200,16,10,36,21
2013121911,210,17,10,37,23
2013121912,210,17,10,37,23
2013121912,200,16,10,37,24
2013121913,200,16,10,38,25
2013121914,200,16,10,41,27
2013121915,200,16,10,41,27
2013121915,210,20,10,43,29
2013121916,210,15,10,44,30
2013121917,210,13,10,45,31
2013121918,210,13,10,45,31
2013121918,200,10,10,46,33
2013121919,200,11,10,46,34
2013121920,200,8,10,47,35
2013121921,200,8,10,47,35
2013121921,170,7,10,45,35
2013121922,190,13,10,48,35
2013121923,180,8,10,47,35
2013122000,180,8,10,47,35
2013122000,170,9,10,46,35
2013122001,180,16,10,48,36
2013122002,180,10,10,46,37
2013122003,180,10,10,46,37
2013122003,190,13,10,49,39
2013122004,190,13,10,49,38
2013122004,NA,NA,NA,NA,NA
2013122005,190,15,10,50,38
2013122006,190,15,10,50,38
2013122006,190,14,10,50,37
2013122007,190,13,10,51,38
2013122008,190,13,10,51,38
2013122009,190,13,10,51,38
2013122009,190,11,9.1,50,39
2013122010,190,16,10,51,39
2013122011,190,14,10,52,39
2013122012,190,14,10,52,39
2013122012,190,16,10,52,40
2013122013,190,16,10,52,40
2013122014,200,17,10,52,41
2013122015,200,17,10,52,41
2013122015,200,17,10,53,43
2013122016,190,18,10,53,44
2013122017,190,18,10,54,46
2013122018,190,18,10,54,46
2013122018,190,15,9.1,53,48
2013122019,190,13,2,53,50
2013122020,200,14,1,53,51
2013122021,200,14,1,53,51
2013122021,200,14,1,54,52
2013122022,190,11,1,54,53
2013122023,190,15,4,55,54
2013122023,190,15,4,55,53
2013122100,190,15,3.8,55,53
2013122100,190,13,4,56,54
2013122101,190,13,6,57,54
2013122102,200,13,8,58,55
2013122103,200,13,7.5,58,55
2013122103,200,15,9.1,58,55
2013122104,200,14,9.1,59,56
2013122104,NA,NA,NA,NA,NA
2013122105,210,15,4,59,56
2013122106,210,15,3.8,59,56
2013122106,200,16,6,59,57
2013122107,200,15,5,59,57
2013122108,190,11,2.5,59,57
2013122108,190,10,2.5,59,57
2013122109,190,10,2.5,59,57
2013122109,190,13,2.5,59,57
2013122110,180,13,3,59,57
2013122111,200,11,6,58,56
2013122112,200,11,5.6,58,56
2013122112,180,10,4,58,56
2013122113,180,16,5,58,56
2013122114,320,9,1.8,55,54
2013122114,330,10,1.5,55,54
2013122115,330,10,1.5,55,54
2013122115,350,6,1.8,48,46
2013122115,340,7,1.8,49,47
2013122116,20,6,1.8,46,45
2013122116,10,8,2,47,45
2013122117,60,3,2,48,46
2013122118,60,3,2,48,46
2013122118,110,3,2,49,48
2013122119,150,8,2,52,50
2013122119,150,7,2,51,50
2013122120,170,11,0.3,56,55
2013122121,170,11,0.2,56,55
2013122121,190,11,2,61,59
2013122121,990,8,2.5,60,59
2013122122,330,7,7,49,48
2013122123,40,6,9.1,50,48
2013122200,40,6,8.8,50,48
2013122200,60,6,6,50,49
2013122201,150,13,9.1,60,58
2013122202,170,15,5,65,61
2013122203,170,15,5,65,61
2013122203,290,11,5,57,56
2013122204,NA,0,7,53,51
2013122204,NA,NA,NA,NA,NA
2013122205,240,3,3,52,50
2013122206,240,3,3,52,50
2013122206,160,15,8,61,59
2013122207,170,23,10,61,58
2013122208,180,24,10,62,56
2013122209,190,20,10,61,56
2013122210,190,16,9.1,60,56
2013122211,220,20,9.1,60,56
2013122212,220,20,8.8,60,56
2013122212,240,23,10,57,52
2013122213,230,22,10,54,48
2013122213,230,24,10,54,48
2013122214,230,22,10,53,46
2013122215,230,22,10,53,46
2013122215,230,22,10,51,45
2013122216,240,17,10,50,44
2013122217,240,21,10,50,43
2013122218,240,21,10,50,43
2013122218,230,22,10,50,42
2013122219,240,20,10,48,41
2013122220,240,18,10,46,40
2013122221,240,18,10,46,40
2013122221,260,20,10,46,40
2013122222,250,14,10,45,39
2013122222,260,14,10,45,40
2013122223,280,9,10,45,39
2013122223,270,9,10,44,40
2013122300,270,9,10,44,40
2013122300,280,16,6,43,39
2013122300,270,16,7,42,39
2013122301,300,13,7,41,38
2013122302,270,9,10,39,36
2013122302,270,9,10,39,36
2013122303,270,9,10,39,36
2013122303,270,11,10,39,35
2013122304,270,11,10,37,34
2013122304,270,11,10,38,33
2013122304,NA,NA,NA,NA,NA
2013122305,270,10,10,36,32
2013122306,270,10,10,36,32
2013122306,290,16,10,35,32
2013122307,280,15,10,35,30
2013122308,290,11,10,34,28
2013122309,290,11,10,34,28
2013122309,280,15,10,33,25
2013122310,290,16,10,32,25
2013122311,300,14,10,32,25
2013122312,300,14,10,32,25
2013122312,290,15,10,32,24
2013122313,290,11,10,32,23
2013122314,280,17,10,31,23
2013122315,280,17,10,31,23
2013122315,300,15,10,31,20
2013122316,280,14,10,31,22
2013122317,290,13,10,31,21
2013122318,290,13,10,31,21
2013122318,270,9,10,31,21
2013122319,270,9,10,30,21
2013122320,270,11,10,30,21
2013122321,270,11,10,30,21
2013122321,260,9,10,28,20
2013122322,280,13,10,28,20
2013122323,280,11,10,28,18
2013122400,280,11,10,28,18
2013122400,280,13,10,27,18
2013122401,260,9,10,27,18
2013122402,280,14,10,27,16
2013122402,280,17,10,26,16
2013122403,280,17,10,26,16
2013122403,290,9,10,26,17
2013122404,270,14,10,26,17
2013122404,NA,NA,NA,NA,NA
2013122405,280,14,1.8,25,19
2013122405,290,11,2,23,19
2013122406,290,11,2,23,19
2013122406,290,11,5,22,17
2013122407,290,16,7,20,14
2013122408,300,18,10,15,8
2013122409,300,18,10,15,8
2013122409,300,13,10,13,7
2013122410,300,11,10,13,7
2013122411,300,14,10,12,5
2013122412,300,14,10,12,5
2013122412,290,11,10,12,5
2013122413,300,16,4,13,6
2013122414,280,16,5,12,5
2013122415,280,16,5,12,5
2013122415,270,9,10,12,5
2013122416,300,10,10,15,7
2013122417,290,7,10,16,8
2013122418,290,7,10,16,8
2013122418,300,9,10,17,9
2013122419,290,11,10,17,9
2013122420,340,5,10,19,10
2013122421,340,5,10,19,10
2013122421,320,5,10,18,10
2013122422,NA,0,10,17,10
2013122423,NA,0,10,17,10
2013122500,NA,0,10,17,10
2013122500,100,3,10,16,10
2013122501,140,3,10,15,10
2013122502,110,6,10,16,11
2013122503,110,6,10,16,11
2013122503,120,5,10,16,11
2013122504,120,7,10,17,12
2013122504,NA,NA,NA,NA,NA
2013122505,140,7,10,16,11
2013122506,140,7,10,16,11
2013122506,120,10,10,16,11
2013122507,140,7,10,18,12
2013122508,140,9,10,18,13
2013122509,140,9,10,18,13
2013122509,140,9,10,19,13
2013122510,150,10,10,19,14
2013122511,140,9,10,20,14
2013122512,140,9,10,20,14
2013122512,150,11,10,20,13
2013122513,170,10,10,21,12
2013122514,170,13,10,22,11
2013122515,170,13,10,22,11
2013122515,180,16,10,23,12
2013122516,180,15,10,26,12
2013122517,200,11,10,27,11
2013122518,200,11,10,27,11
2013122518,210,13,10,28,13
2013122519,200,9,10,29,12
2013122520,200,10,10,29,14
2013122521,200,10,10,29,14
2013122521,200,8,10,30,14
2013122522,210,9,10,30,16
2013122523,240,15,10,30,19
2013122600,240,15,10,30,19
2013122600,230,8,10,31,19
2013122601,230,7,10,31,19
2013122602,210,6,10,31,19
2013122603,210,6,10,31,19
2013122603,230,10,10,31,21
2013122604,240,14,10,31,25
2013122604,NA,NA,NA,NA,NA
2013122605,250,17,10,31,25
2013122606,250,17,10,31,25
2013122606,240,15,10,30,24
2013122607,240,16,10,31,24
2013122608,230,17,10,31,25
2013122609,230,17,10,31,25
2013122609,260,17,9.1,30,27
2013122609,260,18,9.1,31,26
2013122610,270,17,10,31,25
2013122611,260,10,10,30,23
2013122612,260,10,10,30,23
2013122612,260,14,10,28,21
2013122612,260,14,10,29,21
2013122613,250,16,10,29,20
2013122614,260,20,10,30,18
2013122615,260,20,10,30,18
2013122615,250,22,10,32,17
2013122616,250,21,10,34,17
2013122617,250,21,10,35,17
2013122618,250,21,10,35,17
2013122618,280,18,10,36,19
2013122619,250,13,10,36,20
2013122620,230,10,10,36,20
2013122621,230,10,10,36,20
2013122621,240,8,10,33,21
2013122622,230,7,10,32,21
2013122623,210,3,10,30,20
2013122700,210,3,10,30,20
2013122700,200,5,10,31,20
2013122701,200,7,10,33,20
2013122702,200,8,10,33,20
2013122703,200,8,10,33,20
2013122703,200,11,10,34,21
2013122704,210,13,10,33,22
2013122704,NA,NA,NA,NA,NA
2013122705,210,13,10,33,23
2013122706,210,13,10,33,23
2013122706,220,15,10,34,24
2013122707,220,14,10,34,24
2013122708,230,13,10,34,24
2013122709,230,13,10,34,24
2013122709,220,13,10,34,24
2013122710,230,11,10,33,23
2013122711,230,10,10,32,23
2013122712,230,10,10,32,23
2013122712,210,9,10,31,23
2013122713,210,8,10,32,23
2013122714,240,7,10,36,24
2013122715,240,7,10,36,24
2013122715,240,10,10,39,25
2013122716,220,7,10,41,27
2013122717,210,10,10,43,28
2013122718,210,10,10,43,28
2013122718,220,11,10,45,28
2013122719,220,14,10,46,29
2013122720,210,9,10,46,29
2013122721,210,9,10,46,29
2013122721,200,9,10,44,29
2013122722,190,7,10,41,28
2013122723,200,9,10,40,28
2013122800,200,9,10,40,28
2013122800,200,7,10,39,28
2013122801,210,10,10,39,28
2013122802,210,13,10,39,28
2013122803,210,13,10,39,28
2013122803,220,13,10,39,28
2013122804,210,11,10,38,28
2013122804,NA,NA,NA,NA,NA
2013122805,210,9,10,37,27
2013122806,210,9,10,37,27
2013122806,200,11,10,37,27
2013122807,200,14,10,37,27
2013122808,210,14,10,36,27
2013122809,210,14,10,36,27
2013122809,210,13,10,36,28
2013122810,210,14,10,36,28
2013122811,210,13,10,36,28
2013122812,210,13,10,36,28
2013122812,210,10,10,35,28
2013122813,190,11,10,36,28
2013122814,200,13,10,40,29
2013122815,200,13,10,40,29
2013122815,210,11,10,44,31
2013122816,210,14,10,44,31
2013122817,200,14,10,48,32
2013122818,200,14,10,48,32
2013122818,220,15,10,51,32
2013122819,210,13,10,52,32
2013122820,200,11,10,50,31
2013122821,200,11,10,50,31
2013122821,200,11,10,49,30
2013122822,190,10,10,48,30
2013122823,200,11,10,46,30
2013122900,200,11,10,46,30
2013122900,200,10,10,45,30
2013122901,190,11,10,44,29
2013122902,190,8,10,44,27
2013122903,190,8,10,44,27
2013122903,180,9,10,43,28
2013122904,180,9,10,43,27
2013122904,NA,NA,NA,NA,NA
2013122905,180,9,10,43,27
2013122906,180,9,10,43,27
2013122906,170,8,10,42,27
2013122907,180,7,10,42,26
2013122908,180,6,10,43,26
2013122909,180,6,10,43,26
2013122909,160,6,10,39,32
2013122910,180,8,9.1,39,34
2013122911,200,8,8,38,35
2013122912,200,8,7.5,38,35
2013122912,230,3,4,37,36
2013122913,190,6,3,38,36
2013122914,190,9,3,38,36
2013122915,190,9,3,38,36
2013122915,210,9,5,39,37
2013122916,230,10,7,40,37
2013122917,230,14,7,41,38
2013122918,230,14,6.9,41,38
2013122918,240,10,8,44,40
2013122919,250,14,8,43,38
2013122920,250,17,8,43,37
2013122921,250,17,7.5,43,37
2013122921,290,20,8,40,33
2013122922,280,18,8,38,32
2013122923,290,16,6,36,32
2013123000,290,16,5.6,36,32
2013123000,270,16,9.1,35,31
2013123001,280,16,10,34,31
2013123002,290,16,10,33,29
2013123003,290,16,10,33,29
2013123003,310,15,10,32,27
2013123004,320,11,10,30,25
2013123004,NA,NA,NA,NA,NA
2013123005,320,15,10,30,25
2013123005,300,14,10,29,25
2013123006,310,11,10,29,24
2013123007,300,9,10,29,23
2013123008,300,13,10,28,20
2013123009,300,13,10,28,20
2013123009,340,13,10,28,21
2013123010,330,11,10,27,20
2013123011,330,8,9.1,27,19
2013123012,330,8,8.8,27,19
2013123012,340,7,9.1,26,18
2013123013,330,7,6,26,20
2013123014,320,11,2,24,20
2013123015,320,11,2,24,20
2013123015,350,10,4,23,18
2013123016,340,8,8,24,17
2013123017,300,7,6,24,16
2013123018,300,7,5.6,24,16
2013123018,990,3,5,25,17
2013123019,340,5,4,24,17
2013123020,NA,0,5,24,16
2013123021,NA,0,5,24,16
2013123021,250,5,8,24,16
2013123022,270,7,10,24,16
2013123023,280,9,10,24,15
2013123100,280,9,10,24,15
2013123100,260,9,10,23,14
2013123101,240,6,10,23,15
2013123102,240,8,10,22,15
2013123103,240,8,10,22,15
2013123103,230,10,10,23,14
2013123104,210,9,10,23,14
2013123104,NA,NA,NA,NA,NA
2013123105,240,13,10,23,14
2013123106,240,13,10,23,14
2013123106,240,10,10,23,15
2013123107,240,10,10,23,15
2013123108,240,14,10,23,13
2013123109,240,14,10,23,13
2013123109,270,18,10,23,12
2013123110,270,15,10,22,13
2013123111,290,18,10,21,12
2013123111,280,18,10,22,13
2013123112,280,18,10,22,13
2013123112,280,15,7,22,14
2013123113,270,18,8,22,13
2013123114,280,17,1.5,22,15
2013123115,280,17,1.5,22,15
2013123115,260,18,10,23,13
2013123116,270,18,10,24,14
2013123117,270,17,10,27,15
2013123118,270,17,10,27,15
2013123118,260,11,10,29,16
2013123119,250,14,10,28,16
2013123120,220,11,10,29,16
2013123121,220,11,10,29,16
2013123121,240,9,10,30,17
2013123122,240,8,10,27,17
2013123123,210,3,10,27,17
2014010100,210,3,10,27,17
2014010100,210,3,10,27,17
2014010101,170,6,10,28,18
2014010102,170,5,10,28,18
2014010103,170,5,10,28,18
2014010103,NA,0,10,28,18
2014010104,170,3,10,24,18
2014010104,NA,NA,NA,NA,NA
2014010105,NA,0,10,24,19
2014010106,NA,0,10,24,19
2014010106,60,3,10,24,19
2014010107,NA,0,10,24,19
2014010108,110,5,10,23,18
2014010109,110,5,10,23,18
2014010109,120,5,10,24,19
2014010110,140,8,10,23,18
2014010111,170,6,10,23,18
2014010112,170,6,10,23,18
2014010112,170,8,10,24,19
2014010113,150,6,8,25,21
2014010114,170,8,10,32,25
2014010115,170,8,10,32,25
2014010115,180,8,10,33,24
2014010116,190,5,10,35,25
2014010117,200,6,10,37,26
2014010118,200,6,10,37,26
2014010118,210,7,10,40,27
2014010119,190,8,10,40,27
2014010120,230,7,10,41,27
2014010121,230,7,10,41,27
2014010121,NA,0,10,39,27
2014010122,NA,0,10,36,27
2014010123,30,7,8,33,28
2014010200,30,7,7.5,33,28
2014010200,20,9,7,32,27
2014010201,50,8,6,30,26
2014010202,30,9,6,29,25
2014010203,30,9,5.6,29,25
2014010203,50,7,7,29,24
2014010204,70,7,7,29,24
2014010204,NA,NA,NA,NA,NA
2014010205,30,3,6,29,25
2014010206,30,3,5.6,29,25
2014010206,10,6,6,29,24
2014010207,10,7,6,29,24
2014010208,60,5,1.5,28,25
2014010209,60,5,1.5,28,25
2014010209,70,7,1,28,25
2014010210,70,9,0.5,27,25
2014010211,30,7,0.8,27,25
2014010212,30,7,0.8,27,25
2014010212,20,13,1.5,26,23
2014010213,20,11,0.5,24,21
2014010214,10,14,0.5,24,21
2014010215,10,14,0.5,24,21
2014010215,360,16,1.3,21,17
2014010216,10,21,1.3,18,14
2014010217,10,21,1,18,12
2014010217,10,22,0.8,17,12
2014010218,10,22,0.8,17,12
2014010218,360,22,1,17,11
2014010219,10,23,2.5,16,10
2014010219,10,21,2.5,16,10
2014010220,360,20,1.8,16,10
2014010221,360,20,1.8,16,10
2014010221,360,17,1.5,15,9
2014010222,350,17,1.8,14,9
2014010223,350,16,1.8,14,9
2014010223,350,18,1.8,14,9
2014010300,350,18,1.8,14,9
2014010300,340,21,2,14,9
2014010301,350,18,2,12,7
2014010302,340,20,6,10,5
2014010302,340,20,6,11,4
2014010303,340,20,5.6,11,4
2014010303,340,16,7,9,3
2014010303,340,15,8,9,4
2014010304,330,15,10,9,1
2014010304,330,15,10,8,2
2014010304,NA,NA,NA,NA,NA
2014010305,330,13,10,7,0
2014010306,330,13,10,7,0
2014010306,350,9,10,4,-3
2014010307,300,6,10,2,-4
2014010308,320,7,10,1,-5
2014010309,320,7,10,1,-5
2014010309,280,6,10,-1,-7
2014010310,300,5,10,-1,-6
2014010311,300,8,10,-3,-8
2014010312,300,8,10,-3,-8
2014010312,290,5,10,-2,-7
2014010313,NA,0,10,-1,-7
2014010314,NA,0,10,3,-5
2014010315,NA,0,10,3,-5
2014010315,NA,0,10,6,-4
2014010316,NA,0,10,7,-4
2014010317,240,6,10,10,-4
2014010318,240,6,10,10,-4
2014010318,250,3,10,13,-4
2014010319,210,5,10,13,-2
2014010320,210,6,10,13,-2
2014010321,210,6,10,13,-2
2014010321,160,8,10,14,-1
2014010322,180,9,10,14,1
2014010323,160,9,10,14,2
2014010400,160,9,10,14,2
2014010400,160,8,10,13,3
2014010401,160,8,10,12,3
2014010402,170,14,10,12,4
2014010403,170,14,10,12,4
2014010403,170,13,10,13,5
2014010404,160,13,10,12,4
2014010404,NA,NA,NA,NA,NA
2014010405,160,9,10,12,4
2014010406,160,9,10,12,4
2014010406,150,8,10,11,4
2014010407,180,13,10,15,5
2014010408,180,11,10,14,5
2014010409,180,11,10,14,5
2014010409,180,16,10,15,6
2014010410,190,18,10,18,7
2014010411,190,22,10,19,8
2014010412,190,22,10,19,8
2014010412,190,17,10,20,8
2014010413,190,20,10,22,9
2014010414,200,23,10,25,11
2014010415,200,23,10,25,11
2014010415,200,20,10,28,13
2014010416,200,17,10,29,14
2014010417,210,15,10,31,16
2014010418,210,15,10,31,16
2014010418,210,17,10,33,16
2014010419,200,15,10,35,16
2014010420,200,13,10,36,17
2014010421,200,13,10,36,17
2014010421,190,14,10,36,17
2014010422,190,9,10,35,17
2014010423,180,8,10,33,17
2014010500,180,8,10,33,17
2014010500,180,10,10,35,19
2014010501,210,6,10,34,20
2014010502,210,3,10,34,20
2014010503,210,3,10,34,20
2014010503,200,5,10,35,20
2014010504,170,6,10,34,22
2014010504,NA,NA,NA,NA,NA
2014010505,150,7,10,34,21
2014010506,150,7,10,34,21
2014010506,160,6,10,34,22
2014010507,200,5,10,34,22
2014010508,250,7,8,33,27
2014010509,250,7,7.5,33,27
2014010509,170,6,3,33,29
2014010510,210,3,10,33,29
2014010511,120,6,9.1,33,29
2014010512,120,6,8.8,33,29
2014010512,130,6,10,34,25
2014010513,140,9,3,34,27
2014010513,140,8,3,34,27
2014010513,150,7,3,33,28
2014010514,130,9,3,34,32
2014010515,130,9,3,34,32
2014010515,NA,0,2.5,36,34
2014010515,60,3,3,35,33
2014010516,100,7,1,35,34
2014010517,140,13,2.5,37,35
2014010518,140,13,2.5,37,35
2014010518,120,8,3,37,35
2014010519,NA,0,1.5,37,36
2014010519,NA,0,1.5,37,36
2014010520,120,7,1.8,37,36
2014010521,120,7,1.8,37,36
2014010521,110,7,1.3,37,36
2014010522,80,7,0.8,37,36
2014010522,80,7,0.8,37,36
2014010523,NA,0,0.5,36,36
2014010523,320,3,0.5,37,36
2014010600,320,11,1,36,36
2014010600,320,10,1,36,36
2014010600,320,10,1,36,35
2014010601,320,18,1,32,31
2014010602,320,23,0.8,27,25
2014010603,320,23,0.8,27,25
2014010603,300,25,3,25,21
2014010603,300,23,3,24,20
2014010604,310,26,4,23,19
2014010604,NA,NA,NA,NA,NA
2014010605,300,26,2,22,17
2014010606,300,26,2,22,17
2014010606,300,22,2,22,17
2014010607,290,25,1,12,8
2014010608,280,24,2,9,3
2014010609,280,24,2,9,3
2014010609,270,25,2,4,-1
2014010610,270,23,5,2,-4
2014010611,280,18,5,0,-7
2014010612,280,18,5,0,-7
2014010612,270,23,6,-3,-11
2014010613,260,21,10,-5,-14
2014010614,280,30,7,-6,-15
2014010615,280,30,6.9,-6,-15
2014010615,270,24,10,-7,-16
2014010616,270,22,8,-7,-16
2014010617,260,21,10,-7,-16
2014010618,260,21,10,-7,-16
2014010618,260,26,9.1,-6,-15
2014010619,260,18,3,-6,-14
2014010620,260,24,6,-6,-16
2014010621,260,24,5.6,-6,-16
2014010621,250,23,4,-8,-17
2014010621,250,25,4,-8,-17
2014010622,260,22,1.8,-8,-17
2014010622,250,23,1.5,-8,-16
2014010623,260,22,8,-9,-18
2014010700,260,22,7.5,-9,-18
2014010700,260,18,10,-9,-19
2014010701,260,22,10,-9,-19
2014010702,260,22,7,-9,-18
2014010703,260,22,6.9,-9,-18
2014010703,260,23,7,-9,-17
2014010704,260,21,10,-9,-17
2014010704,NA,NA,NA,NA,NA
2014010705,260,20,10,-9,-17
2014010706,260,20,10,-9,-17
2014010706,250,21,10,-9,-17
2014010707,240,17,10,-8,-16
2014010708,250,21,10,-8,-16
2014010709,250,21,10,-8,-16
2014010709,240,17,10,-7,-16
2014010710,240,17,10,-7,-15
2014010711,250,17,10,-7,-15
2014010712,250,17,10,-7,-15
2014010712,240,14,10,-7,-15
2014010713,220,18,10,-6,-13
2014010714,230,16,10,-3,-12
2014010715,230,16,10,-3,-12
2014010715,240,18,10,-1,-10
2014010716,230,18,10,2,-8
2014010717,240,17,10,4,-8
2014010718,240,17,10,4,-8
2014010718,250,22,10,5,-7
2014010719,230,18,10,6,-6
2014010720,230,15,10,7,-5
2014010721,230,15,10,7,-5
2014010721,230,13,10,8,-5
2014010722,220,9,10,8,-4
2014010723,200,10,10,9,-2
2014010800,200,10,10,9,-2
2014010800,190,11,10,10,-2
2014010801,210,11,10,10,0
2014010802,210,10,10,11,0
2014010803,210,10,10,11,0
2014010803,190,8,10,11,1
2014010804,200,10,10,12,2
2014010804,NA,NA,NA,NA,NA
2014010805,200,9,10,11,2
2014010806,200,9,10,11,2
2014010806,200,10,10,12,3
2014010807,190,11,10,11,3
2014010808,180,7,10,11,2
2014010809,180,7,10,11,2
2014010809,180,9,10,11,2
2014010810,180,9,10,10,2
2014010811,180,8,10,10,3
2014010812,180,8,10,10,3
2014010812,180,8,10,11,4
2014010813,180,9,10,13,5
2014010814,200,10,10,15,7
2014010815,200,10,10,15,7
2014010815,200,10,10,18,9
2014010816,200,8,10,20,11
2014010817,220,8,10,22,12
2014010818,220,8,10,22,12
2014010818,220,10,10,23,13
2014010819,210,10,10,24,15
2014010820,220,10,10,25,15
2014010821,220,6,10,26,16
2014010822,240,3,10,25,17
2014010823,NA,0,10,24,17
2014010900,NA,0,10,24,17
2014010900,NA,0,10,24,18
2014010901,NA,0,10,24,19
2014010902,360,5,10,22,18
2014010903,360,5,10,22,18
2014010903,350,5,9.1,23,19
2014010904,350,6,7,22,17
2014010904,NA,NA,NA,NA,NA
2014010905,20,6,6,23,18
2014010906,20,6,5.6,23,18
2014010906,20,6,6,21,18
2014010906,20,6,6,21,18
2014010907,30,5,7,19,16
2014010908,50,3,7,19,16
2014010909,50,3,6.9,19,16
2014010909,70,5,6,19,16
2014010910,60,5,7,19,15
2014010911,100,6,6,20,17
2014010912,100,6,5.6,20,17
2014010912,110,8,4,21,18
2014010913,120,10,2.5,21,19
2014010914,120,8,4,23,19
2014010914,120,8,4,23,20
2014010915,120,8,3.8,23,20
2014010915,130,13,7,26,20
2014010916,130,10,10,29,22
2014010917,140,8,10,30,23
2014010918,140,8,10,30,23
2014010918,150,9,10,32,24
2014010919,120,9,10,33,24
2014010920,130,7,10,33,25
2014010921,130,7,10,33,25
2014010921,140,7,10,33,25
2014010922,160,6,10,33,26
2014010923,160,11,1,32,27
2014010923,160,13,1,32,27
2014010923,160,10,0.8,32,28
2014011000,160,13,1,32,27
2014011000,150,8,1,30,28
2014011000,150,7,1.3,31,29
2014011001,160,6,1.5,31,30
